,file,hr_quote,hr_text,en_text,sentiment,verb_cue,speaker,ids
651,hr135.txt,Nadam se da će međunarodna zajednica i snage EULEX-a na Kosovu na odgovarajući način reagirati na to,"Nadam se da će međunarodna zajednica i snage EULEX-a na Kosovu na odgovarajući način reagirati na to"", dodao je.","I hope that the international community and forces of EULEX in Kosovo will be responsive to it,"" he added.",Positive,,,135
650,hr135.txt,Kosovo je politički problem i tako s njim treba postupati.,Kosovo je politički problem i tako s njim treba postupati.,Kosovo is a political problem and it should be handled that way.,Negative,,,135
649,hr135.txt,Reakcija kosovskih ili srpskih policijskih snaga može biti kontraproduktivna.,"""Reakcija kosovskih ili srpskih policijskih snaga može biti kontraproduktivna.","""The reaction of Kosovo or Serbian police forces can be counter-productive.",Negative,,,135
648,hr135.txt,"Bojim se da bi, kada je u pitanju nasilje na sjeveru Kosova, ono moglo biti uvod u probleme diljem regije","""Bojim se da bi, kada je u pitanju nasilje na sjeveru Kosova, ono moglo biti uvod u probleme diljem regije"", izjavio je Šutanovac tjedniku Novi sredinom rujna.","""I'm afraid that if it comes to violence in the north of Kosovo, it could be a prelude to problems in the wider region,"" Sutanovac told the weekly Novi magazine in mid-September.",Negative,,,135
654,hr135.txt,i ne vjerujem da će vojska ili policija sudjelovati u nemirima na Kosovu.,"""Srpska politika sada ne naginje tome i ne vjerujem da će vojska ili policija sudjelovati u nemirima na Kosovu.","""Serbian policy now is not inclined towards that and I don't believe that the army or the police will take part in Kosovo unrest.",Positive,,,135
719,hr136.txt,Kontakt skupina izložila je temeljno načelo... kako nema podjele Kosova,"""Kontakt skupina izložila je temeljno načelo... kako nema podjele Kosova"", izjavio je Wisner u intervjuu Radiju Slobodna Europa.","""The Contact Group has laid down as a fundamental guiding principle ... no division of Kosovo,"" he told Radio Free Europe/Radio Liberty in an interview.",Neutral,,,136
722,hr136.txt,To je uvodni sastanak,"""To je uvodni sastanak"", izjavio je dužnosnik britanskog ministarstva vanjskih poslova.","""It's an introductory meeting,"" a British foreign office official has said.",Neutral,,,136
727,hr136.txt,"Ne samo kada su u pitanju rat (1998-1999), palež i destrukcija, nego sve što su žrtvovali u posljednjih osam godina... samo da bi dobili rješenje statusa","Ne samo kada su u pitanju rat (1998-1999), palež i destrukcija, nego sve što su žrtvovali u posljednjih osam godina... samo da bi dobili rješenje statusa"".","Not just the (1998-1999) war, the burning and destruction, but everything they have sacrificed over the past eight years ... simply to have a status solution.""",Negative,,,136
726,hr136.txt,Postoji osjećaj kako su žrtvovali sve zbog statusa Kosova.,Postoji osjećaj kako su žrtvovali sve zbog statusa Kosova.,There is a feeling they have sacrificed everything for the sake of Kosovo's status.,Negative,,,136
725,hr136.txt,Građani Kosova imaju pravo vršiti pritisak na svoje institucije.,"""Građani Kosova imaju pravo vršiti pritisak na svoje institucije.","""The people of Kosovo have a right to put pressure on their institutions.",Neutral,,,136
720,hr136.txt,Nikada nismo promijenili to stajalište,"""Nikada nismo promijenili to stajalište, mislimo kako je to vrlo loša ideja i nastavit ćemo protiviti joj se"".","""We have never changed that view, we think it is a very bad idea and we will continue to oppose it.""",Neutral,,,136
718,hr136.txt,Ako započnemo ponovno iscrtavati granice tko zna gdje će se sve to završiti,"Ako započnemo ponovno iscrtavati granice tko zna gdje će se sve to završiti"", kazao je Čeku nakon sastanka s admiralom Harry Ulrichom, zapovjednikom Zapovjedništva združenih snaga NATO-a u Napulju, na kojem je razgovarano o sigurnosnim pitanjima i procesu rješavanja statusa Kosova.","If we start redrawing boundaries who's to say where it will all stop,"" Ceku said after meeting with Admiral Harry Ulrich, commander of NATO's Naples-based Joint Force Command, to discuss security issues and the process of resolving Kosovo's status.",Negative,,,136
721,hr136.txt,mislimo kako je to vrlo loša ideja i nastavit ćemo protiviti joj se,"""Nikada nismo promijenili to stajalište, mislimo kako je to vrlo loša ideja i nastavit ćemo protiviti joj se"".","""We have never changed that view, we think it is a very bad idea and we will continue to oppose it.""",Negative,,,136
723,hr136.txt,Cilj je uspostava okvira njihova daljnjeg djelovanja i razgovor o planovima posjeta,"""Cilj je uspostava okvira njihova daljnjeg djelovanja i razgovor o planovima posjeta "".","""The purpose is to establish a framework for how they are going to proceed, and to discuss travel plans.""",Neutral,,,136
724,hr136.txt,Moramo biti svjesni kako se kod naroda stvara strah,"""Moramo biti svjesni kako se kod naroda stvara strah"", izjavio je čelnik stranke ORA Veton Surroi kosovskom dnevniku Express, piše Reuters.","""We have to be aware that fear is building among the people,"" Reuters quoted Veton Surroi, the leader of the ORA party, as telling the Kosovo daily Express.",Negative,,,136
717,hr136.txt,U bilo kom trenutku u kojem se izloži takav prijedlog preispitat ćemo svoje stajalište i svoje sudjelovanje u ovom procesu.,"""U bilo kom trenutku u kojem se izloži takav prijedlog preispitat ćemo svoje stajalište i svoje sudjelovanje u ovom procesu.","""At any time such a proposal is tabled we will reconsider our position and our participation in this process.",Neutral,,,136
716,hr136.txt,Svaki prijedlog koji ne podrazumijeva neovisnost Kosova neprihvatljiv je,"""Svaki prijedlog koji ne podrazumijeva neovisnost Kosova neprihvatljiv je"", kazao je Čeku, upozoravajući također kako bi svaka ponuda o podjeli pokrajine duž etničkih crta mogla nagnati Prištinu na napuštanje pregovora.","""Any proposal other than Kosovo's independence is unacceptable,"" he said, warning also that any offer to divide the province's along ethnic lines could force Pristina to walk out of the negotiations.",Negative,,,136
400,hr138.txt,"Nezaposlen sam i imam temeljno znanje o računalima, ali je ono uglavnom teorijsko, jer imam pristup računalu samo u internet cafeu","""Nezaposlen sam i imam temeljno znanje o računalima, ali je ono uglavnom teorijsko, jer imam pristup računalu samo u internet cafeu"", kaže Goran, polaznik iz Skoplja.","""I am unemployed and have basic computer literacy, but it is mostly theoretical because I can access a computer only in an internet café,"" says Goran, a trainee from Skopje.",Neutral,,,138
399,hr138.txt,"Cilj ovog IT tečaja prenošenje je građanima temelja IT-a, operativnih sustava, office aplikacija i interneta","""Cilj ovog IT tečaja prenošenje je građanima temelja IT-a, operativnih sustava, office aplikacija i interneta"", pojasnio je ministar informacija Igor Ivanovski.","""The goal of the IT course is to equip the citizens with IT basics, operational systems, office applications and the internet,"" Information Minister Igor Ivanovski explains.",Neutral,,,138
366,hr139.txt,"Činimo to zbog svojih prijatelja i susjeda, Amerikanaca, koji još nisu imali prigodu bolje se upoznati s muslimanima","Činimo to zbog svojih prijatelja i susjeda, Amerikanaca, koji još nisu imali prigodu bolje se upoznati s muslimanima"", rekao je Agić.","We do this because of our friends and neighbors, the Americans, who have still not had the opportunity to acquaint themselves better with Muslims,"" Agic said.",Neutral,,,139
365,hr139.txt,sve dok je onih koji koriste islam kao izgovor kada se okreću terorizmu.,"""Naša zajednica zna da u islamu nema mjesta takvim ozbiljnim devijacijama, ali nastavit ćemo razgovarati o tome sve dok je onih koji koriste islam kao izgovor kada se okreću terorizmu.","""Our community knows that there is no place in Islam for such a serious deviation, but we will continue to talk about it as long as there are those who use Islam as an excuse when turning to terrorism.",Negative,,,139
364,hr139.txt,ali nastavit ćemo razgovarati o tome,"""Naša zajednica zna da u islamu nema mjesta takvim ozbiljnim devijacijama, ali nastavit ćemo razgovarati o tome sve dok je onih koji koriste islam kao izgovor kada se okreću terorizmu.","""Our community knows that there is no place in Islam for such a serious deviation, but we will continue to talk about it as long as there are those who use Islam as an excuse when turning to terrorism.",Positive,,,139
363,hr139.txt,Naša zajednica zna da u islamu nema mjesta takvim ozbiljnim devijacijama,"""Naša zajednica zna da u islamu nema mjesta takvim ozbiljnim devijacijama, ali nastavit ćemo razgovarati o tome sve dok je onih koji koriste islam kao izgovor kada se okreću terorizmu.","""Our community knows that there is no place in Islam for such a serious deviation, but we will continue to talk about it as long as there are those who use Islam as an excuse when turning to terrorism.",Positive,,,139
362,hr139.txt,Ljudi koji počine tako grozne činove i rugaju se čestitim islamskim učenjima iskrivljuju vjeru,"""Ljudi koji počine tako grozne činove i rugaju se čestitim islamskim učenjima iskrivljuju vjeru"", rekao je Fazlović.","""People who commit such disgusting acts and mock the honorable Islamic teachings are perverting the faith,"" Falovic said.",Negative,,,139
361,hr139.txt,"Oni šire mržnju i nepovjerenje prema onima koji drugačije razmišljaju, sve navodno u ime islama, diskreditirajući vjeru i njezina učenja u očima najvećeg broja ljudi","""Oni šire mržnju i nepovjerenje prema onima koji drugačije razmišljaju, sve navodno u ime islama, diskreditirajući vjeru i njezina učenja u očima najvećeg broja ljudi"", dodaje se u poruci.","""They spread hate and mistrust towards those who think otherwise, all supposedly in the name of Islam, discrediting the faith and its teachings in eyes of a greatest number of people,"" the message continued in part.",Negative,,,139
357,hr139.txt,Vjernik sam i ponosim se time,"""Vjernik sam i ponosim se time, ali ubijanje nevinih ljudi ne može nikako biti povezano s vjerom, jer je to zločin protiv vjere"", izjavio je za SETimes stanovnik Sarajeva Osman Zahirović.","""I am faithful and proud of it, but killing innocent people can not have any connection with faith because that is a crime against the faith,"" Sarajevo resident Osman Zahirovic told SETimes.",Positive,,,139
359,hr139.txt,"Činjenica da se teroristi i kiminalci skrivaju iza vjere i vjerskih slogana čini njihov grijeh većim i opasnijim, jer pokušavaju opravdati svoja luđačka nedjela.","""Činjenica da se teroristi i kiminalci skrivaju iza vjere i vjerskih slogana čini njihov grijeh većim i opasnijim, jer pokušavaju opravdati svoja luđačka nedjela.","""The fact that terrorists and criminals hide behind religion and religious slogans makes their sin even greater and more dangerous, because they attempt to justify their insane misdoings.",Negative,,,139
353,hr139.txt,"Teror, strah i mržnja ne smiju imati vjersku motivaciju ili identifikaciju, a ako se takve stvari ipak dogode, tada one predstavljaju brutalnu i neprihvatljivu zloporabu religije.","""Teror, strah i mržnja ne smiju imati vjersku motivaciju ili identifikaciju, a ako se takve stvari ipak dogode, tada one predstavljaju brutalnu i neprihvatljivu zloporabu religije.","""Terror, fear and hate must not have religious motivation or identification, and if such things happen, they represent brutal and unacceptable abuse of religion.",Negative,,,139
354,hr139.txt,Zločin u ime religije zločin je protiv religije,"Zločin u ime religije zločin je protiv religije"", navodi se u priopćenju IZ-a.","A crime in the name of religion is a crime against religion,"" the IC said in a statement.",Negative,,,139
355,hr139.txt,"Zemlja koja ne kažnjava na primjeren način prekršitelje bilo kojeg zakona i ne prati verbalne osude nametanjem adekvatnih sankcija, upućuje poruku implicitne potpore.","""Zemlja koja ne kažnjava na primjeren način prekršitelje bilo kojeg zakona i ne prati verbalne osude nametanjem adekvatnih sankcija, upućuje poruku implicitne potpore.","""A country that does not adequately punish violators of any law, and does not follow verbal condemnations with imposition of adequate sanctions, sends a message of implicit support.",Negative,,,139
356,hr139.txt,"Dok je to tako, nije nemoguće očekivati nove terorističke napade, a to je katastrofalno za BIH, koja i bez vehabija ima puno drugih problema","Dok je to tako, nije nemoguće očekivati nove terorističke napade, a to je katastrofalno za BIH, koja i bez vehabija ima puno drugih problema"", kaže za SETimes stanovnik Zenice Ramiz Salčin.","While this is the case, it is not impossible to expect more terrorist acts, and this is disastrous for BiH, which even without the Wahhabis has plenty of other problems,"" Zenica resident Ramiz Salchin told SETimes.",Negative,,,139
358,hr139.txt,"ali ubijanje nevinih ljudi ne može nikako biti povezano s vjerom, jer je to zločin protiv vjere","""Vjernik sam i ponosim se time, ali ubijanje nevinih ljudi ne može nikako biti povezano s vjerom, jer je to zločin protiv vjere"", izjavio je za SETimes stanovnik Sarajeva Osman Zahirović.","""I am faithful and proud of it, but killing innocent people can not have any connection with faith because that is a crime against the faith,"" Sarajevo resident Osman Zahirovic told SETimes.",Negative,,,139
360,hr139.txt,"Znamo da među Bošnjacima u domovini i u dijaspori postoje nasilni, radikalni i ekstremistički pojedinci i skupine ovog ili onog naziva","Znamo da među Bošnjacima u domovini i u dijaspori postoje nasilni, radikalni i ekstremistički pojedinci i skupine ovog ili onog naziva"", navodi se u poruci.","We know that among Bosniaks at home and in the diaspora there exist violent radical and extremist individuals and groups, named by one name or another,"" the message said.",Negative,,,139
347,hr140.txt,"Susrećete ih svugdje, na ulicama su i danju i noću i ne znamo tko su ti ljudi","""Susrećete ih svugdje, na ulicama su i danju i noću i ne znamo tko su ti ljudi"", izjavila je za SETimes stanovnica tog grada Verica Dokmanović.","""You meet them everywhere, they hang out in the streets day and night, and we not know who these people are,"" resident Verica Dokmanovic told SETimes.",Negative,,,140
349,hr140.txt,Srbija nije spremna za toliko imigranata,"""Srbija nije spremna za toliko imigranata"", rekla je za SETimes Jelena Marić, predstavnica Državnog povjerenstva za izbjeglice.","""Serbia is not prepared for that many immigrants,"" State Commissariat for Refugees representative Jelena Maric told SETimes.",Negative,,,140
348,hr140.txt,"Upozoravali smo mjesecima državnu vlast da se suočavamo s problemima zbog velikog broja imigranata, ali nitko nije učinio bilo što kako bi nam pomogao","""Upozoravali smo mjesecima državnu vlast da se suočavamo s problemima zbog velikog broja imigranata, ali nitko nije učinio bilo što kako bi nam pomogao”, izjavio je za SETimes predsjednik općine Loznica Miroslav Vukosavljević.","""We have been warning the state government for months that we experience problems because of the large number of immigrants, but no one has done anything to help us,” Loznica municipality President Miroslav Vukosavljevic told SETimes.",Negative,,,140
350,hr140.txt,Tražimo da se osobe koje traže azil premjeste u ostale dijelove Srbije i [na] mjesto zakonskog boravka,"""Tražimo da se osobe koje traže azil premjeste u ostale dijelove Srbije i [na] mjesto zakonskog boravka"", rekao je za SETimes gradonačelnik Loznice Vidoje Petrović.","""We demand that asylum seekers be repositioned in other parts of Serbia and [in] legal residences,"" Loznica Mayor Vidoje Petrovic told SETimes.",Neutral,,,140
351,hr140.txt,Zatražili smo od ministarstva obrane da osigura neke nekorištene vojarne koje bismo pretvorili u centre za azilante,"""Zatražili smo od ministarstva obrane da osigura neke nekorištene vojarne koje bismo pretvorili u centre za azilante"", izjavio je za SETimes povjerenik za izbjeglice Vladimir Cucić.","""We asked the defense ministry to provide some unused barracks which we would adapt to an asylum centre,"" Refugees Commissioner Vladimir Cucic told SETimes.",Neutral,,,140
352,hr140.txt,"Na prosvjedu protiv tražitelja azila neki ljudi su koristili vrlo zapaljivu retoriku, ne znam jesu li svjesni kuda bi to moglo odvesti","""Na prosvjedu protiv tražitelja azila neki ljudi su koristili vrlo zapaljivu retoriku, ne znam jesu li svjesni kuda bi to moglo odvesti"", izjavio je za SETimes izvršni ravnatelj Centra za zaštitu i pomoć tražiteljima azila Radoš Đurović.","""At the protest against asylum seekers, some people used very inflammatory rhetoric, I do not know whether they are aware of what it could lead to,"" Center for the Protection and Assistance to Asylum Seekers Executive Director Radosh Djurovic told SETimes.",Negative,,,140
618,hr141.txt,"kratko, izolirano i opravdano","KFOR je rekao kako je korištenje suzavca bilo ""kratko, izolirano i opravdano"".","KFOR said the use of gas was ""short, isolated and justified"".",Positive,,,141
619,hr141.txt,miroljubivo,"""Kada se takve stvari promijene -- odnosno kada se vlast promijeni miroljubivo prvi puta u povijesti Crne Gore, a nisam siguran da će se to brzo dogoditi -- ti Crnogorci počet će misliti kako vrijedi biti poduzetnički nastrojen"", pojašnjava Jovović.","""When these things change -- i.e. when the power changes hands peacefully for the first time in Montenegrin history, and I am not sure that is going to happen soon -- these Montenegrins will start thinking that it is worth being entrepreneurial,"" he explains.",Positive,,,141
616,hr141.txt,terorističkim činom,"Bogdanović je izgred nazvao ""terorističkim činom"", koji bi ""trebao biti razotkriven što prije"".","Bogdanovic called the incident ""a terrorist act"", which ""should be revealed as soon as possible"".",Negative,,,141
620,hr141.txt,bez razloga,"Ninić je dodao kako je KFOR koristio suzavac ""bez razloga"", te kako ""građani ne pružaju otpor KFOR-u i drugim međunarodnim organizacijama, već samo institucijama Kosova"".","Ninic added that KFOR had used tear gas ""without a reason"" and that the ""citizens are not resisting KFOR and other international organizations, but only the institutions of Kosovo"".",Negative,,,141
615,hr141.txt,umjesto da potiče napetosti,"Gradonačelnik bi trebao pridonijeti smirivanju umjesto da potiče napetosti"", rekao je Novicki za SETimes.","The mayor should contribute to a peaceful situation instead of inciting it,"" Novicki told SETimes.",Negative,,,141
621,hr141.txt,građani ne pružaju otpor KFOR-u i drugim međunarodnim organizacijama,"Ninić je dodao kako je KFOR koristio suzavac ""bez razloga"", te kako ""građani ne pružaju otpor KFOR-u i drugim međunarodnim organizacijama, već samo institucijama Kosova"".","Ninic added that KFOR had used tear gas ""without a reason"" and that the ""citizens are not resisting KFOR and other international organizations, but only the institutions of Kosovo"".",Positive,,,141
622,hr141.txt,već samo institucijama Kosova,"Ninić je dodao kako je KFOR koristio suzavac ""bez razloga"", te kako ""građani ne pružaju otpor KFOR-u i drugim međunarodnim organizacijama, već samo institucijama Kosova"".","Ninic added that KFOR had used tear gas ""without a reason"" and that the ""citizens are not resisting KFOR and other international organizations, but only the institutions of Kosovo"".",Negative,,,141
623,hr141.txt,Nije bilo međuetničkih izgreda.,"""Nije bilo međuetničkih izgreda.","""There were no inter-ethnic incidents.",Positive,,,141
624,hr141.txt,To je pitanje [Srba] koji se protive međunarodnim i lokalnim institucijama,"To je pitanje [Srba] koji se protive međunarodnim i lokalnim institucijama"", rekao je Hoti za SETimes.","It is an issue [of the Serbs] opposing the international and local institutions,"" Hoti told SETimes.",Negative,,,141
625,hr141.txt,"Temeljna, neriješena pitanja predstavljaju prijetnju miru i stabilnosti u regiji.","""Temeljna, neriješena pitanja predstavljaju prijetnju miru i stabilnosti u regiji.","""The underlying, unresolved issues constitute a threat to the region's peace and stability.",Negative,,,141
617,hr141.txt,trebao biti razotkriven što prije,"Bogdanović je izgred nazvao ""terorističkim činom"", koji bi ""trebao biti razotkriven što prije"".","Bogdanovic called the incident ""a terrorist act"", which ""should be revealed as soon as possible"".",Neutral,,,141
626,hr141.txt,Zabrinut sam… glede pogoršanja međuetničkih odnosa diljem Kosova,"Zabrinut sam… glede pogoršanja međuetničkih odnosa diljem Kosova"", rekao je Ban.","I am concerned … about the deterioration of inter-ethnic relations throughout Kosovo,"" said Ban said.",Negative,,,141
609,hr141.txt,Ono što je važno jest da se počinitelji uhite i procesuiraju.,"""Ono što je važno jest da se počinitelji uhite i procesuiraju.""","""What is important is to catch the perpetrator(s) and bring [them to] justice.""",Neutral,,,141
613,hr141.txt,Nadamo se da će ostati tako.,"""Nadamo se da će ostati tako.","""We hope it will remain like that.",Positive,,,141
612,hr141.txt,KFOR uopće nije bio umiješan,"KFOR uopće nije bio umiješan"", izjavio je Novicki za SETimes.","KFOR was not involved at all,"" Novicki told SETimes.",Positive,,,141
611,hr141.txt,"Iznenada je došlo do pucnjave, tri osobe su ozlijeđene, jedna je poginula.","""Iznenada je došlo do pucnjave, tri osobe su ozlijeđene, jedna je poginula.","""Suddenly there was shooting, three people were injured, one died.",Negative,,,141
608,hr141.txt,[Pokrećemo] zajedničke istrage sa EULEX-om,"""[Pokrećemo] zajedničke istrage sa EULEX-om"", izjavio je Rexhepi za SETimes.","""We are [launching] joint investigations with EULEX,"" Rexhepi told SETimes.",Neutral,,,141
610,hr141.txt,"Nažalost, kada pokažemo dobru volju i kada dozvolimo slobodu kretanja za pripadnike KFOR-a, evo što se dogodi Srbima na Kosovu i u Mitrovici","""Nažalost, kada pokažemo dobru volju i kada dozvolimo slobodu kretanja za pripadnike KFOR-a, evo što se dogodi Srbima na Kosovu i u Mitrovici"", izjavio je za SETimes.","""Unfortunately, when we show good will and when we allow freedom of movement for members of KFOR, here's what happens to Serbs in Kosovo and Mitrovica,"" he told SETimes.",Negative,,,141
614,hr141.txt,Gradonačelnik bi trebao pridonijeti smirivanju,"Gradonačelnik bi trebao pridonijeti smirivanju umjesto da potiče napetosti"", rekao je Novicki za SETimes.","The mayor should contribute to a peaceful situation instead of inciting it,"" Novicki told SETimes.",Neutral,,,141
370,hr143.txt,"Međutim, 1. rujan 2005. je naš krajnji rok za pronalaženje rješenja, određivanje uniformi i procedura.","Međutim, 1. rujan 2005. je naš krajnji rok za pronalaženje rješenja, određivanje uniformi i procedura.""","But we have the 1 September 2005 as the deadline for the solutions, uniforms and procedures.""",Neutral,,,143
369,hr143.txt,Satnija je rezultat brojnih kompromisa.,Satnija je rezultat brojnih kompromisa.,The company is result of many compromises.,Neutral,,,143
368,hr143.txt,Konačno smo postigli taj konsenzus i u skladu s državnim zakonom o obrani ustrojili postrojbu.,"""Konačno smo postigli taj konsenzus i u skladu s državnim zakonom o obrani ustrojili postrojbu.","""We finally reached that consensus and in accordance with the State Defence Law formed the unit.",Positive,,,143
367,hr143.txt,Mi do sada nismo imali zajedničku počasnu postrojbu zbog činjenice što nije postojao politički konsenzus oko sastava i procedura u takvoj postrojbi,"""Mi do sada nismo imali zajedničku počasnu postrojbu zbog činjenice što nije postojao politički konsenzus oko sastava i procedura u takvoj postrojbi"", kazao je Radovanović.","""We did not have a joint honour unit so far because of the fact that there was no political consensus about the complement and procedures of such unit,"" said Radovanovic.",Negative,,,143
240,hr144.txt,"U 2006 godini planiramo prodaju 300 kompanija na dražbi, raspisivanje 30 natječaja i prodaju 250 paketa dionica iz lisnice Akcijskog fonda","""U 2006 godini planiramo prodaju 300 kompanija na dražbi, raspisivanje 30 natječaja i prodaju 250 paketa dionica iz lisnice Akcijskog fonda"", kazao je Đorđević.","""In 2006 we plan on selling 300 companies on auction, announcing 30 tenders and selling 250 stock packages from the Stock Fund's portfolio,"" Djordjevic said.",Positive,,,144
239,hr144.txt,"Drugim riječima, znatno više ljudi bit će u mogućnosti dobiti kredite, što će dovesti do manjih troškova kredita","""Drugim riječima, znatno više ljudi bit će u mogućnosti dobiti kredite, što će dovesti do manjih troškova kredita"".","""In other words, far more people will be able to get loans, which will lead to low cost loans.""",Positive,,,144
237,hr144.txt,u kratkom roku,"Uz dovoljnu snagu volje mogle bi ""u kratkom roku"" biti kompletirane potrebne mjere, kazao je Parivodić, koji je također predsjednik srbijanskog povjerenstva za zemljišne reforme.","Given enough willpower, the required measures could be completed within ""a short period of time"", said Parivodic, who also chairs Serbia's land reform commission.",Positive,,,144
236,hr144.txt,ali to izravno ovisi o našoj sposobnost da usvojimo svjetske standarde u reguliranju okvira za strana ulaganja,"""Očekujem kako će u sljedećoj godini strana ulaganja iznositi najmanje 2 milijarde eura, ali to izravno ovisi o našoj sposobnost da usvojimo svjetske standarde u reguliranju okvira za strana ulaganja"", dodao je.","""I expect that in the upcoming year, foreign investments will be worth at least 2 billion euros, but that depends directly on our ability to adopt world standards in the regulation of the framework for foreign investments,"" he added.",Neutral,,,144
238,hr144.txt,"Na temelju ranijeg zakona postalo je očito kako je za prodaju nekretnine prema staroj sudskoj proceduri trebalo između tri do pet godina, dok će sada to biti moguće u razdoblju od tri do šest mjeseci","""Na temelju ranijeg zakona postalo je očito kako je za prodaju nekretnine prema staroj sudskoj proceduri trebalo između tri do pet godina, dok će sada to biti moguće u razdoblju od tri do šest mjeseci"", kazao je ministar.","""Under the previous law it became evident that three to five years were needed to sell immoveables according to the old court procedure, and now that will be possible in a period of three to six months,"" the minister said.",Positive,,,144
235,hr144.txt,Očekujem kako će u sljedećoj godini strana ulaganja iznositi najmanje 2 milijarde eura,"""Očekujem kako će u sljedećoj godini strana ulaganja iznositi najmanje 2 milijarde eura, ali to izravno ovisi o našoj sposobnost da usvojimo svjetske standarde u reguliranju okvira za strana ulaganja"", dodao je.","""I expect that in the upcoming year, foreign investments will be worth at least 2 billion euros, but that depends directly on our ability to adopt world standards in the regulation of the framework for foreign investments,"" he added.",Positive,,,144
709,hr146.txt,Slovenska vlada predložit će parlamentarnom odboru za vanjsku politiku i pitanja EU da Slovenija okonča blokadu pregovora Hrvatske o pridruživanju EU,"""Slovenska vlada predložit će parlamentarnom odboru za vanjsku politiku i pitanja EU da Slovenija okonča blokadu pregovora Hrvatske o pridruživanju EU"", kazalo je dvoje čelnika u priopćenju nakon sastanka.","""The Slovenian government will propose to parliament's foreign policy and EU affairs committee that Slovenia withdraw its blocking of Croatia's EU accession negotiations,"" the two leaders said in a statement after the meeting.",Positive,,,146
715,hr146.txt,To će poboljšati regionalnu stabilnost i poslužiti kao model za cjelokupni zapadni Balkan,"To će poboljšati regionalnu stabilnost i poslužiti kao model za cjelokupni zapadni Balkan "".","It will promote regional stability and serves as a model for the Western Balkans as a whole.""",Positive,,,146
714,hr146.txt,ističe snaga procesa europske integracije i vrijednost dijaloga.,"""Premijeri Kosor i Pahor pokazali su europsko čelništvo nadvladavanjem teškog zastoja"", izjavio je švedski premijer Fredrik Reinfeldt, dodajući kako se sporazumom ""ističe snaga procesa europske integracije i vrijednost dijaloga.","""Prime ministers Kosor and Pahor have shown European leadership in breaking a difficult deadlock,"" Swedish Prime Minister Fredrik Reinfeldt said, adding that the agreement ""underlines the strength of the European integration process and the virtue of dialogue.",Positive,,,146
713,hr146.txt,Premijeri Kosor i Pahor pokazali su europsko čelništvo nadvladavanjem teškog zastoja,"""Premijeri Kosor i Pahor pokazali su europsko čelništvo nadvladavanjem teškog zastoja"", izjavio je švedski premijer Fredrik Reinfeldt, dodajući kako se sporazumom ""ističe snaga procesa europske integracije i vrijednost dijaloga.","""Prime ministers Kosor and Pahor have shown European leadership in breaking a difficult deadlock,"" Swedish Prime Minister Fredrik Reinfeldt said, adding that the agreement ""underlines the strength of the European integration process and the virtue of dialogue.",Positive,,,146
711,hr146.txt,Ovo je situacija u kojoj svi pobjeđuju,"""Ovo je situacija u kojoj svi pobjeđuju"", kazala je Kosor, dodajući kako je vrlo zadovoljna sporazumom.","""This is a win-win situation,"" Kosor said, adding that she is very happy with the agreement.",Positive,,,146
712,hr146.txt,Ovo predstavlja uspjeh i pobjedu dijaloga u najboljem interesu dviju zemalja i njihovih naroda,"""Ovo predstavlja uspjeh i pobjedu dijaloga u najboljem interesu dviju zemalja i njihovih naroda"".","""This represents a success and victory of dialogue in the best interest of the two countries and its people.""",Positive,,,146
710,hr146.txt,"Niti jedan dokument ili jednostran potez nakon 25. lipnja 1991. godine -- kada su dvije zemlje proglasile neovisnost od bivše Jugoslavije -- nema bilo kakav pravni učinak u rješavanju graničnog spora, kako pred arbitražnim sudom tako i tijekom pregovora o pridruživanju EU","""Niti jedan dokument ili jednostran potez nakon 25. lipnja 1991. godine -- kada su dvije zemlje proglasile neovisnost od bivše Jugoslavije -- nema bilo kakav pravni učinak u rješavanju graničnog spora, kako pred arbitražnim sudom tako i tijekom pregovora o pridruživanju EU"", navodi se u pismu.","""No document or unilateral move after June 25th 1991 -- when the two countries declared independence from the former Yugoslavia -- has any legal effect in the settlement of the border dispute, either at an arbitration court or during the EU accession negotiations,"" the letter said.",Neutral,,,146
579,hr147.txt,"Ovo je ne EULEX-u, a ne EU","Ovo je ne EULEX-u, a ne EU"", naveli su u zajedničkom priopćenju.","This is a no to EULEX, not to the EU,"" they said in a joint statement.",Neutral,,,147
580,hr147.txt,Kosovo je suverena država,"""Kosovo je suverena država"", kazao je Dell.","""Kosovo is a sovereign state,"" Dell said.",Positive,,,147
581,hr147.txt,Zar ne možemo samo prihvatiti to da je Kosovo država i krenuti dalje,"""Zar ne možemo samo prihvatiti to da je Kosovo država i krenuti dalje""?","""Can't we just accept that Kosovo is a state and move on?""",Neutral,,,147
577,hr147.txt,Kosovska policija bit će u velikoj mjeri uključena u razmjenu informacija,"""Kosovska policija bit će u velikoj mjeri uključena u razmjenu informacija"", dodaje se u priopćenju.","""The Kosovo police will be heavily involved in the information exchange,"" it added.",Positive,,,147
576,hr147.txt,To će biti korisno za sve ljude na Kosovu,"To će biti korisno za sve ljude na Kosovu"".","This will be to the benefit to all the people in Kosovo.""",Positive,,,147
574,hr147.txt,Aranžmani o policijskoj suradnji s Beogradom tehničke su prirode,"""Aranžmani o policijskoj suradnji s Beogradom tehničke su prirode"", navodi se u priopćenju misije.","""The arrangements on police co-operation with Belgrade are of a technical nature,"" the mission said in a press release.",Neutral,,,147
